epoch,accuracy,loss,val_accuracy,val_loss
0,0.5360860228538513,0.7476105690002441,0.498110830783844,2.5047566890716553
1,0.5434938669204712,0.726688802242279,0.48324936628341675,3.2243473529815674
2,0.5460256934165955,0.7187151908874512,0.48803526163101196,3.2892708778381348
3,0.5454943180084229,0.7023678421974182,0.4910579323768616,2.735325574874878
4,0.54799485206604,0.6933537125587463,0.493073046207428,2.9975240230560303
5,0.5468071103096008,0.6924024820327759,0.48627203702926636,3.360405445098877
6,0.5492451190948486,0.6867847442626953,0.47896724939346313,3.4609909057617188
7,0.5518394708633423,0.6808161735534668,0.4948362708091736,4.32242488861084
8,0.551964521408081,0.6808778047561646,0.501259446144104,3.1839699745178223
9,0.5524333715438843,0.6734499931335449,0.4913098216056824,3.305318832397461
10,0.5530272126197815,0.6681190729141235,0.4914357662200928,3.5485010147094727
11,0.5542150139808655,0.6685222387313843,0.48211586475372314,3.934563159942627
12,0.5531209707260132,0.66450434923172,0.49068009853363037,3.298588752746582
13,0.5526208877563477,0.66363924741745,0.48992443084716797,3.4715025424957275
14,0.5527146458625793,0.6600908041000366,0.5217884182929993,3.1814966201782227
15,0.5555277466773987,0.6544969081878662,0.4997481107711792,4.6549201011657715
16,0.5545588135719299,0.6494399309158325,0.5095717906951904,3.639216423034668
17,0.5548401474952698,0.6515515446662903,0.4945843815803528,4.59677267074585
18,0.557496964931488,0.644151508808136,0.4953400492668152,4.635519504547119
19,0.5570593476295471,0.6424304842948914,0.4998740553855896,4.5367512702941895
20,0.5562466979026794,0.6442429423332214,0.4916876554489136,5.203464984893799
21,0.5579032897949219,0.6362935900688171,0.494332492351532,5.372779846191406
22,0.5573719143867493,0.6391782164573669,0.48765742778778076,6.3839287757873535
23,0.5585284233093262,0.6340509653091431,0.4609571695327759,6.2544097900390625
24,0.5604351162910461,0.6324086785316467,0.4983627200126648,6.040871620178223
25,0.5584346652030945,0.6330206990242004,0.49042820930480957,5.008596897125244
26,0.5630919337272644,0.6286766529083252,0.4914357662200928,6.1080322265625
27,0.5600287318229675,0.6237674951553345,0.4926952123641968,6.424190521240234
28,0.5612165331840515,0.6248044371604919,0.48186397552490234,6.410245895385742
29,0.5637795925140381,0.6226032972335815,0.48853904008865356,6.276469707489014
30,0.5641233921051025,0.6234325170516968,0.4969773292541504,7.281463623046875
31,0.5620917081832886,0.6231251358985901,0.4726700186729431,7.436751842498779
32,0.5634357333183289,0.6215219497680664,0.5017632246017456,7.98735237121582
33,0.5639671087265015,0.6173614263534546,0.4711586833000183,7.4125542640686035
34,0.5635607838630676,0.6146702170372009,0.48929470777511597,7.897686004638672
