epoch,accuracy,loss,val_accuracy,val_loss
0,0.553177535533905,0.7256243228912354,0.3854060769081116,10.588735580444336
1,0.5674039721488953,0.6592545509338379,0.3582487404346466,10.22158432006836
2,0.5712102055549622,0.6427150964736938,0.3600253760814667,10.18161392211914
3,0.5750163793563843,0.6362539529800415,0.22398477792739868,13.111784934997559
4,0.578292191028595,0.6189478635787964,0.23083756864070892,8.443270683288574
5,0.580881655216217,0.6132345795631409,0.3753807246685028,10.615074157714844
6,0.5819736123085022,0.608389675617218,0.40786802768707275,9.949268341064453
7,0.5841262936592102,0.6036644577980042,0.3805837631225586,12.682225227355957
8,0.5843758583068848,0.6017735004425049,0.3351522982120514,16.578754425048828
9,0.5885564684867859,0.5928027629852295,0.36763960123062134,16.742856979370117
10,0.5871525406837463,0.5928674340248108,0.3555837571620941,16.79498291015625
11,0.5895547866821289,0.5848146080970764,0.3927665054798126,19.86893653869629
12,0.5927370190620422,0.5866116285324097,0.3808375597000122,20.5434627532959
13,0.5920506715774536,0.5805495381355286,0.39035531878471375,20.65003776550293
14,0.5945777297019958,0.5767527222633362,0.32880711555480957,23.33650016784668
15,0.5974479913711548,0.5771400928497314,0.4092639684677124,22.860353469848633
16,0.5948585271835327,0.5759201049804688,0.38159897923469543,22.462181091308594
17,0.5968239903450012,0.5702167749404907,0.33426395058631897,22.098234176635742
18,0.5983215570449829,0.571897566318512,0.34162437915802,25.366819381713867
19,0.5992262959480286,0.5647710561752319,0.33362942934036255,28.59961700439453
20,0.5998190641403198,0.5708588361740112,0.4549492299556732,25.294750213623047
21,0.5995694398880005,0.5668154358863831,0.32842639088630676,25.795053482055664
22,0.6028764843940735,0.5575743913650513,0.32550761103630066,29.936079025268555
23,0.6043739914894104,0.5577788949012756,0.3979695439338684,27.471473693847656
24,0.603063702583313,0.5651459097862244,0.34847715497016907,24.021221160888672
25,0.6044052243232727,0.5616480112075806,0.34479695558547974,27.281734466552734
26,0.6050915718078613,0.557710587978363,0.3804568648338318,27.633224487304688
27,0.6082113981246948,0.5556967854499817,0.32309645414352417,26.340801239013672
28,0.6037500500679016,0.5580992698669434,0.36776649951934814,22.598751068115234
29,0.6063706874847412,0.5523734092712402,0.3527918756008148,24.474838256835938
30,0.6082738041877747,0.5535588264465332,0.3668781816959381,22.981199264526367
31,0.607369065284729,0.5516848564147949,0.3318527936935425,23.298587799072266
32,0.6077434420585632,0.5492842197418213,0.37309643626213074,24.687515258789062
33,0.608585774898529,0.5515322685241699,0.3666243553161621,23.66299819946289
34,0.6103329062461853,0.5522241592407227,0.35964468121528625,26.928939819335938
35,0.6094593405723572,0.5507060885429382,0.3668781816959381,26.125829696655273
36,0.6108632683753967,0.5456328988075256,0.3298223316669464,23.58954620361328
37,0.6094593405723572,0.5502296686172485,0.37664973735809326,19.31426429748535
38,0.6105512976646423,0.5479657649993896,0.37969544529914856,24.72606658935547
39,0.6127039790153503,0.5440352559089661,0.3559644818305969,23.899394989013672
40,0.6097089052200317,0.5463829636573792,0.3742385804653168,24.864681243896484
