Timestamp,RawValue
2025-06-04 18:44:14.704,708
2025-06-04 18:44:14.704,764
2025-06-04 18:44:14.704,659
2025-06-04 18:44:14.704,-61
2025-06-04 18:44:14.704,-230
2025-06-04 18:44:14.704,533
2025-06-04 18:44:14.704,853
2025-06-04 18:44:14.704,891
2025-06-04 18:44:14.704,1114
2025-06-04 18:44:14.704,1090
2025-06-04 18:44:14.704,496
2025-06-04 18:44:14.704,438
2025-06-04 18:44:14.704,598
2025-06-04 18:44:14.704,149
2025-06-04 18:44:14.704,-317
2025-06-04 18:44:14.704,282
2025-06-04 18:44:14.704,725
2025-06-04 18:44:14.704,705
2025-06-04 18:44:14.704,807
2025-06-04 18:44:14.704,1056
2025-06-04 18:44:14.704,1106
2025-06-04 18:44:14.704,2024
2025-06-04 18:44:14.704,2047
2025-06-04 18:44:14.704,2047
2025-06-04 18:44:14.704,1563
2025-06-04 18:44:14.704,1508
2025-06-04 18:44:14.704,2047
2025-06-04 18:44:14.704,2036
2025-06-04 18:44:14.704,1769
2025-06-04 18:44:14.704,1338
2025-06-04 18:44:14.704,390
2025-06-04 18:44:14.704,-222
2025-06-04 18:44:14.704,0
2025-06-04 18:44:14.704,-180
2025-06-04 18:44:14.704,-1165
2025-06-04 18:44:14.704,-1315
2025-06-04 18:44:14.704,-347
2025-06-04 18:44:14.704,228
2025-06-04 18:44:14.704,432
2025-06-04 18:44:14.704,618
2025-06-04 18:44:14.704,266
2025-06-04 18:44:14.704,-615
2025-06-04 18:44:14.704,-888
2025-06-04 18:44:14.704,-973
2025-06-04 18:44:14.704,-1499
2025-06-04 18:44:14.704,-1594
2025-06-04 18:44:14.704,-594
2025-06-04 18:44:14.704,-70
2025-06-04 18:44:14.704,-152
2025-06-04 18:44:14.704,-189
2025-06-04 18:44:14.705,-339
2025-06-04 18:44:14.705,-1010
2025-06-04 18:44:14.705,-1059
2025-06-04 18:44:14.705,-675
2025-06-04 18:44:14.705,-786
2025-06-04 18:44:14.720,-951
2025-06-04 18:44:14.720,39
2025-06-04 18:44:14.720,738
2025-06-04 18:44:14.720,424
2025-06-04 18:44:14.736,-168
2025-06-04 18:44:14.736,-914
2025-06-04 18:44:14.736,-1926
2025-06-04 18:44:14.751,-1897
2025-06-04 18:44:14.751,-835
2025-06-04 18:44:14.751,-123
2025-06-04 18:44:14.751,118
2025-06-04 18:44:14.751,1004
2025-06-04 18:44:14.751,1623
2025-06-04 18:44:14.751,1106
2025-06-04 18:44:14.751,528
2025-06-04 18:44:14.768,58
2025-06-04 18:44:14.768,-804
2025-06-04 18:44:14.768,-1226
2025-06-04 18:44:14.768,-445
2025-06-04 18:44:14.768,183
2025-06-04 18:44:14.768,311
2025-06-04 18:44:14.768,1031
2025-06-04 18:44:14.768,2038
2025-06-04 18:44:14.768,1884
2025-06-04 18:44:14.768,1380
2025-06-04 18:44:14.768,811
2025-06-04 18:44:14.768,-353
2025-06-04 18:44:14.768,-1479
2025-06-04 18:44:14.783,-1086
2025-06-04 18:44:14.783,-317
2025-06-04 18:44:14.783,-43
2025-06-04 18:44:14.783,678
2025-06-04 18:44:14.783,2006
2025-06-04 18:44:14.783,2019
2025-06-04 18:44:14.783,1280
2025-06-04 18:44:14.783,619
