Timestamp,RawValue
2025-06-09 17:49:25.525,221
2025-06-09 17:49:25.525,-90
2025-06-09 17:49:25.525,66
2025-06-09 17:49:25.525,288
2025-06-09 17:49:25.525,-81
2025-06-09 17:49:25.525,-232
2025-06-09 17:49:25.525,185
2025-06-09 17:49:25.525,220
2025-06-09 17:49:25.525,-91
2025-06-09 17:49:25.525,60
2025-06-09 17:49:25.525,275
2025-06-09 17:49:25.525,-13
2025-06-09 17:49:25.525,-18
2025-06-09 17:49:25.525,289
2025-06-09 17:49:25.525,55
2025-06-09 17:49:25.525,-283
2025-06-09 17:49:25.525,39
2025-06-09 17:49:25.525,264
2025-06-09 17:49:25.525,-45
2025-06-09 17:49:25.525,-68
2025-06-09 17:49:25.525,250
2025-06-09 17:49:25.525,77
2025-06-09 17:49:25.525,-82
2025-06-09 17:49:25.525,252
2025-06-09 17:49:25.525,235
2025-06-09 17:49:25.525,-195
2025-06-09 17:49:25.525,-60
2025-06-09 17:49:25.525,296
2025-06-09 17:49:25.525,86
2025-06-09 17:49:25.525,-91
2025-06-09 17:49:25.525,216
2025-06-09 17:49:25.525,195
2025-06-09 17:49:25.525,-94
2025-06-09 17:49:25.525,130
2025-06-09 17:49:25.525,266
2025-06-09 17:49:25.525,-142
2025-06-09 17:49:25.525,-196
2025-06-09 17:49:25.525,246
2025-06-09 17:49:25.525,204
2025-06-09 17:49:25.525,-87
2025-06-09 17:49:25.525,132
2025-06-09 17:49:25.525,289
2025-06-09 17:49:25.525,-50
2025-06-09 17:49:25.525,-2
2025-06-09 17:49:25.525,266
2025-06-09 17:49:25.525,-24
2025-06-09 17:49:25.541,-291
2025-06-09 17:49:25.541,98
2025-06-09 17:49:25.541,258
2025-06-09 17:49:25.541,-66
2025-06-09 17:49:25.541,-7
2025-06-09 17:49:25.541,282
2025-06-09 17:49:25.541,40
2025-06-09 17:49:25.541,-76
2025-06-09 17:49:25.541,235
2025-06-09 17:49:25.541,116
2025-06-09 17:49:25.556,-283
2025-06-09 17:49:25.556,-44
2025-06-09 17:49:25.571,231
2025-06-09 17:49:25.571,-200
