epoch,accuracy,loss,val_accuracy,val_loss
0,0.514630138874054,0.7542235851287842,0.6084643006324768,1.180672287940979
1,0.5219766497612,0.7037897109985352,0.5750526189804077,1.3448259830474854
2,0.5306103229522705,0.6799781918525696,0.4716000556945801,1.563797116279602
3,0.5355707406997681,0.6661450862884521,0.4876871705055237,1.66838538646698
4,0.5410649180412292,0.659549355506897,0.44091078639030457,1.867786169052124
5,0.5410963296890259,0.650726854801178,0.4415295124053955,1.9317210912704468
6,0.5405312180519104,0.6486458778381348,0.45316174626350403,2.0872466564178467
7,0.5445811748504639,0.6450977325439453,0.422101229429245,2.264787435531616
8,0.5444555878639221,0.6357389092445374,0.4686301052570343,2.2877883911132812
9,0.5466532707214355,0.6434423923492432,0.4482118487358093,2.4166150093078613
10,0.5453660488128662,0.636767566204071,0.44041579961776733,2.1731066703796387
11,0.5478463172912598,0.6294687390327454,0.44833558797836304,2.3270103931427
12,0.5457742214202881,0.6269819736480713,0.463680237531662,2.362046480178833
13,0.5472811460494995,0.6298424601554871,0.4592253565788269,2.360806703567505
14,0.5487567782402039,0.6218386292457581,0.46157655119895935,2.189018726348877
15,0.5471869707107544,0.6216698884963989,0.4899146258831024,2.1081647872924805
16,0.5501695275306702,0.6148629188537598,0.4513055384159088,2.3289740085601807
17,0.5492276549339294,0.6143295764923096,0.46776390075683594,2.375812530517578
18,0.5492904782295227,0.6152400374412537,0.4751887023448944,2.5728132724761963
19,0.5485997796058655,0.6152811050415039,0.44214823842048645,2.3895652294158936
20,0.5496985912322998,0.6124628782272339,0.4305160343647003,2.4322242736816406
