epoch,accuracy,loss,val_accuracy,val_loss
0,0.5373362898826599,0.7466945648193359,0.48526448011398315,2.322537660598755
1,0.5434001088142395,0.7239001393318176,0.47732996940612793,2.353468418121338
2,0.547869861125946,0.7171549201011658,0.5007556676864624,2.4617950916290283
3,0.5469946265220642,0.6992364525794983,0.48942065238952637,2.9928231239318848
4,0.547838568687439,0.6972882151603699,0.4989924430847168,3.167231321334839
5,0.5495577454566956,0.6924434304237366,0.4915617108345032,3.6745028495788574
6,0.5525896549224854,0.678019642829895,0.497481107711792,3.9586000442504883
7,0.5497764945030212,0.6803943514823914,0.5013853907585144,4.222701549530029
8,0.5516831874847412,0.6740368604660034,0.5084382891654968,4.219159126281738
9,0.5564655065536499,0.6690001487731934,0.5047858953475952,5.349130153656006
10,0.5544025301933289,0.6679001450538635,0.5102015137672424,5.690520286560059
11,0.5546525716781616,0.66384357213974,0.4933249354362488,6.454507350921631
12,0.5548713803291321,0.6540728807449341,0.4929471015930176,6.37725305557251
13,0.555308997631073,0.6456953287124634,0.5234256982803345,6.599269390106201
14,0.555308997631073,0.6512535810470581,0.48400503396987915,7.112310886383057
15,0.5558716058731079,0.650449812412262,0.47758185863494873,7.985899448394775
16,0.5548088550567627,0.6461104154586792,0.4947103261947632,8.028010368347168
17,0.5586847066879272,0.6478392481803894,0.4715365171432495,8.925790786743164
18,0.5591848492622375,0.6451526880264282,0.4740554094314575,9.131854057312012
19,0.5575594902038574,0.6440065503120422,0.48929470777511597,7.75710391998291
20,0.5604038238525391,0.6384658217430115,0.4593198895454407,8.756570816040039
21,0.5611227750778198,0.6347392797470093,0.4588161110877991,9.344594955444336
22,0.5611540079116821,0.6351925730705261,0.48664987087249756,9.870950698852539
23,0.5605288743972778,0.6360699534416199,0.4938287138938904,8.83882999420166
24,0.562310516834259,0.6277133822441101,0.48274558782577515,8.38088321685791
25,0.562154233455658,0.6299232244491577,0.44760704040527344,10.794349670410156
26,0.5621854662895203,0.6273237466812134,0.4604533910751343,8.811565399169922
27,0.5616228580474854,0.624492347240448,0.47795969247817993,10.625699996948242
28,0.5615290999412537,0.6263909935951233,0.45566749572753906,10.101614952087402
29,0.5648735761642456,0.6220214366912842,0.45239293575286865,10.631927490234375
30,0.5647798180580139,0.6238710284233093,0.44508814811706543,11.881521224975586
31,0.5668740272521973,0.6228684782981873,0.4677581787109375,10.894570350646973
32,0.5667177438735962,0.6170876622200012,0.45818638801574707,11.052803993225098
33,0.5686243772506714,0.6116354465484619,0.45050376653671265,11.251069068908691
