epoch,accuracy,loss,val_accuracy,val_loss
0,0.5169219970703125,0.7571816444396973,0.6021531820297241,1.196961522102356
1,0.5281928777694702,0.7070368528366089,0.5847048759460449,1.3794890642166138
2,0.5299196243286133,0.6875465512275696,0.5842098593711853,1.6234949827194214
3,0.5293545126914978,0.6726714372634888,0.5029080510139465,1.785171627998352
4,0.535476565361023,0.6646472811698914,0.4125727117061615,2.0052502155303955
5,0.540562629699707,0.6539207100868225,0.45167678594589233,2.01790452003479
6,0.538333535194397,0.652086615562439,0.5515406727790833,2.064403533935547
7,0.5421637296676636,0.647211492061615,0.5234500765800476,2.2398946285247803
8,0.5431997776031494,0.6486835479736328,0.5899022221565247,2.0595381259918213
9,0.5431684255599976,0.6429067254066467,0.5374335050582886,2.2794535160064697
10,0.5476264953613281,0.6400563716888428,0.4753124713897705,2.3789494037628174
11,0.546716034412384,0.6410776376724243,0.5357010364532471,2.3931188583374023
12,0.5483171939849854,0.6378096342086792,0.5180051922798157,2.495232105255127
13,0.5503265261650085,0.633366048336029,0.5290187001228333,2.3074264526367188
14,0.5475009679794312,0.6317834258079529,0.5161489844322205,2.288985252380371
15,0.5491334795951843,0.6271093487739563,0.4560079276561737,2.677875518798828
16,0.5510485768318176,0.6291970014572144,0.4864496886730194,2.7403805255889893
17,0.5479090809822083,0.623469352722168,0.45687416195869446,2.6573729515075684
18,0.5503578782081604,0.6216517090797424,0.4828610420227051,2.7549726963043213
19,0.5498555898666382,0.6218205690383911,0.4720950424671173,2.719566583633423
20,0.5495102405548096,0.620442807674408,0.42593738436698914,2.708388090133667
