epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6731458306312561,0.9126198887825012,0.001,0.6619047522544861,0.984315812587738
1,0.7401675581932068,0.7307336926460266,0.001,0.7825210094451904,0.5973498225212097
2,0.7704887390136719,0.6620258092880249,0.001,0.7449859976768494,0.6634089350700378
3,0.7891848087310791,0.6204354763031006,0.001,0.6963585615158081,0.841158926486969
4,0.7995389699935913,0.5895272493362427,0.001,0.7749579548835754,0.6275596618652344
5,0.8078995943069458,0.567512571811676,0.001,0.8296918869018555,0.5173397064208984
6,0.8117621541023254,0.5518372654914856,0.001,0.818823516368866,0.5298802256584167
7,0.818882942199707,0.5341902375221252,0.001,0.8169187903404236,0.5308866500854492
8,0.8228140473365784,0.5254355072975159,0.001,0.7886274456977844,0.6101201176643372
9,0.8229822516441345,0.5172504782676697,0.001,0.8171428442001343,0.5112173557281494
10,0.826726496219635,0.5086328983306885,0.001,0.8181512355804443,0.5016285181045532
11,0.8273930549621582,0.5028975605964661,0.001,0.8189355731010437,0.5247184038162231
12,0.8306264281272888,0.49461689591407776,0.001,0.8196078538894653,0.5231431722640991
13,0.8304083943367004,0.4943757653236389,0.001,0.8103080987930298,0.5295171141624451
14,0.8337974548339844,0.4840620160102844,0.001,0.8289075493812561,0.4888525605201721
15,0.834389328956604,0.483089804649353,0.001,0.8448179364204407,0.4612744152545929
16,0.8372176885604858,0.4749505817890167,0.001,0.8267226815223694,0.5004112124443054
17,0.8369186520576477,0.47488757967948914,0.001,0.8213445544242859,0.5224887132644653
18,0.8403139710426331,0.465946763753891,0.001,0.8453221321105957,0.47179415822029114
19,0.8411924242973328,0.46089670062065125,0.001,0.7946218252182007,0.6000440120697021
20,0.8425816893577576,0.459041953086853,0.001,0.8385434150695801,0.4598501920700073
21,0.8402890563011169,0.4592060446739197,0.001,0.842633068561554,0.4626186192035675
22,0.8426564335823059,0.4558105766773224,0.001,0.8290756344795227,0.47989434003829956
23,0.8448182344436646,0.45005249977111816,0.001,0.8496358394622803,0.43538299202919006
24,0.8458898067474365,0.44594520330429077,0.001,0.8271148204803467,0.479915589094162
25,0.8481138944625854,0.442604124546051,0.001,0.8398879766464233,0.44182708859443665
26,0.8465501666069031,0.4434175491333008,0.001,0.8437535166740417,0.46067166328430176
27,0.8481761813163757,0.43924957513809204,0.001,0.8057703375816345,0.5608640313148499
28,0.8492851257324219,0.4358702003955841,0.001,0.8329411745071411,0.46638748049736023
29,0.8561318516731262,0.41309958696365356,0.000100000005,0.8522689342498779,0.4210859537124634
30,0.8584306836128235,0.4078136682510376,0.000100000005,0.8546218276023865,0.4215099811553955
31,0.8598511219024658,0.4049009680747986,0.000100000005,0.8551820516586304,0.4193072021007538
32,0.8602809906005859,0.4011494815349579,0.000100000005,0.8539496064186096,0.42066800594329834
33,0.8618820905685425,0.39830687642097473,0.000100000005,0.8522129058837891,0.4207163155078888
34,0.8606423139572144,0.40163084864616394,0.000100000005,0.8539496064186096,0.41961923241615295
35,0.8612590432167053,0.39790254831314087,0.000100000005,0.8565266132354736,0.41611194610595703
36,0.8627106547355652,0.396672785282135,0.000100000005,0.8554061651229858,0.41882386803627014
37,0.8622184991836548,0.395875483751297,0.000100000005,0.8547899127006531,0.4180049002170563
38,0.8628352284431458,0.3935508131980896,0.000100000005,0.8568066954612732,0.41590744256973267
39,0.8636015057563782,0.3934672176837921,0.000100000005,0.8570308089256287,0.4175083041191101
40,0.8633834719657898,0.3922831416130066,0.000100000005,0.8556862473487854,0.4156409204006195
41,0.8636575937271118,0.39016368985176086,0.000100000005,0.8567507266998291,0.4229593276977539
42,0.8627106547355652,0.3908751904964447,0.000100000005,0.8556302785873413,0.4197345972061157
43,0.8648226261138916,0.3889816999435425,0.000100000005,0.8577591180801392,0.417798787355423
44,0.8639940023422241,0.3863160312175751,0.000100000005,0.8565266132354736,0.41639456152915955
45,0.8647416234016418,0.38782504200935364,0.000100000005,0.8540055751800537,0.419690877199173
46,0.8651154041290283,0.3856208622455597,1.0000001e-05,0.8592717051506042,0.41354620456695557
47,0.8670093417167664,0.38296765089035034,1.0000001e-05,0.8582633137702942,0.4136635363101959
48,0.8671339154243469,0.38270774483680725,1.0000001e-05,0.8589355945587158,0.41501525044441223
49,0.8662305474281311,0.3839128613471985,1.0000001e-05,0.8576470613479614,0.4146479070186615
50,0.8663178086280823,0.38445356488227844,1.0000001e-05,0.8568066954612732,0.4151048958301544
51,0.8654518127441406,0.3836836516857147,1.0000001e-05,0.8584313988685608,0.41581490635871887
52,0.865171492099762,0.3838765025138855,1.0000001e-06,0.8577030897140503,0.41593918204307556
53,0.8669968247413635,0.3822943866252899,1.0000001e-06,0.8585994243621826,0.41516175866127014
54,0.8666293025016785,0.38512715697288513,1.0000001e-06,0.8581512570381165,0.41494065523147583
55,0.8644114136695862,0.38816526532173157,1.0000001e-06,0.8584873676300049,0.4150313436985016
56,0.8672211170196533,0.38017749786376953,1.0000001e-06,0.8592717051506042,0.41532227396965027
57,0.8654331564903259,0.3848745822906494,1.0000001e-07,0.8580392003059387,0.415348082780838
58,0.8646419048309326,0.3850519061088562,1.0000001e-07,0.8576470613479614,0.41523993015289307
59,0.8669968247413635,0.38213101029396057,1.0000001e-07,0.857927143573761,0.41527998447418213
60,0.8653521537780762,0.3854944109916687,1.0000001e-07,0.8580392003059387,0.41488394141197205
61,0.8669407963752747,0.38168662786483765,1.0000001e-07,0.8582633137702942,0.4148547351360321
62,0.8679749369621277,0.3823254704475403,1.0000001e-08,0.8578711748123169,0.4152424931526184
63,0.8667227625846863,0.3822411894798279,1.0000001e-08,0.8580392003059387,0.41506049036979675
64,0.8666355013847351,0.38358405232429504,1.0000001e-08,0.857815146446228,0.41500937938690186
65,0.8659875988960266,0.3840448558330536,1.0000001e-08,0.8584313988685608,0.4153912663459778
66,0.865813136100769,0.38362520933151245,1.0000001e-08,0.8583753705024719,0.414900004863739
