epoch,accuracy,loss,val_accuracy,val_loss
0,0.555049479007721,0.7244229316711426,0.32005077600479126,9.91176986694336
1,0.5594484210014343,0.6738983392715454,0.40228426456451416,10.08731460571289
2,0.5657193064689636,0.6529126763343811,0.39619290828704834,9.65492057800293
3,0.5678407549858093,0.6359921097755432,0.35088831186294556,8.57884693145752
4,0.5714597702026367,0.6303207278251648,0.3527918756008148,7.561793804168701
5,0.5750163793563843,0.6232598423957825,0.3497461974620819,7.286206245422363
6,0.5758587121963501,0.6213059425354004,0.34593909978866577,9.243359565734863
7,0.5796025395393372,0.6056623458862305,0.35697969794273376,10.463543891906738
8,0.5796025395393372,0.6100653409957886,0.3463197946548462,9.056475639343262
9,0.5806944966316223,0.6022508144378662,0.3417512774467468,9.023643493652344
10,0.583533525466919,0.5945827960968018,0.3940355181694031,8.725690841674805
11,0.5877453088760376,0.5927878022193909,0.39619290828704834,7.570905685424805
12,0.5870901346206665,0.5846635699272156,0.3980964422225952,6.468135833740234
13,0.5894923806190491,0.5896190404891968,0.39873096346855164,3.385925054550171
14,0.5890244245529175,0.5792626142501831,0.283629447221756,12.420862197875977
15,0.5943593382835388,0.5829424262046814,0.36560913920402527,6.988155841827393
16,0.5938913822174072,0.5707806348800659,0.29390862584114075,9.916884422302246
17,0.5955760478973389,0.571585476398468,0.3893401026725769,8.524733543395996
18,0.5975103974342346,0.5724244713783264,0.25444161891937256,13.896818161010742
19,0.5975415706634521,0.5715631246566772,0.3785533010959625,13.819438934326172
20,0.5996630787849426,0.5630452036857605,0.37703046202659607,21.266841888427734
21,0.5971047878265381,0.5665372610092163,0.3557106554508209,11.633136749267578
