epoch,accuracy,loss,val_accuracy,val_loss
0,0.5454802513122559,0.7263604402542114,0.48991140723228455,1.4086171388626099
1,0.5508253574371338,0.6861460208892822,0.48634350299835205,1.427188754081726
2,0.5544411540031433,0.6691067218780518,0.4688730239868164,1.5555973052978516
3,0.5578368306159973,0.6488911509513855,0.48548227548599243,1.6904433965682983
4,0.5632447600364685,0.6387500166893005,0.5002460479736328,1.6979237794876099
5,0.5626159310340881,0.6341232061386108,0.49753937125205994,1.6349729299545288
6,0.5619556903839111,0.6284074187278748,0.49421751499176025,1.793776273727417
7,0.5627731680870056,0.6269519925117493,0.4959399700164795,1.6462759971618652
8,0.5663889050483704,0.6122230291366577,0.49741634726524353,1.7382668256759644
9,0.5670806765556335,0.607341468334198,0.4847441017627716,1.7707761526107788
10,0.5683697462081909,0.6031287312507629,0.4923720359802246,1.8295981884002686
11,0.5700675845146179,0.6020997166633606,0.4726870059967041,1.883049488067627
12,0.5695645213127136,0.5992442965507507,0.47022637724876404,1.8720381259918213
13,0.5683068633079529,0.598845362663269,0.47785434126853943,2.026702642440796
14,0.571168065071106,0.5949921607971191,0.4795767664909363,2.114027738571167
15,0.5713567137718201,0.5916388034820557,0.4066191017627716,2.2313284873962402
16,0.5727715492248535,0.5878386497497559,0.4459891617298126,2.1621596813201904
17,0.5741550326347351,0.5903568863868713,0.4915108382701874,2.1287155151367188
18,0.5757585167884827,0.5824395418167114,0.3982529640197754,2.273346185684204
19,0.5766703486442566,0.5807268023490906,0.4448818862438202,2.310746431350708
20,0.5779280066490173,0.5795537829399109,0.4645669162273407,2.34222412109375
21,0.5804747939109802,0.5770988464355469,0.44389763474464417,2.342836380004883
22,0.5797201991081238,0.5751638412475586,0.4683808982372284,2.246804714202881
23,0.5808835029602051,0.5678189992904663,0.437992125749588,2.3542981147766113
24,0.5822355151176453,0.5716865062713623,0.483882874250412,2.004999876022339
